ID,username,date,text
135,你可爱的祖宗余生请多指教,2022年02月02日 14:09,希望刘学州的故事，不会再要悲剧延续下去，也希望小糯米将来能对任何人任何事都不被打扰心智，不要被自己的身世有所恨意，也不要也找自己的亲生父亲，即然选择遗弃就当死亡了，只要每年清明节的时候祭拜一下就好了。 L你可爱的祖宗余生请多指教的微博视频 ​
136,AgustD牌水瓶,2022年02月02日 13:59,希望新一季明星大侦探有刘学州案例 ​
137,安傲芙追剧,2022年02月02日 13:55,刘学州事件刺痛杜大娘，和姚策同病相怜，再曝身体不适，熊磊知道 ​
138,逍翎_继续宠爱张国荣,2022年02月02日 13:03,别的不说，这和刘学州有什么关系？lxz不是人？他的词条还在能说明什么？犯得上拿来做对比？这是他的错吗？封掉对面词条的是他吗？是不是贱的？！他出事的时候一个个心疼的跟什么似的，现在又在那里跳？！傻x吗？！有本事跟大眼去怼啊？？？不管男的也好女的也罢，应该面对的不是男女对立性别对立、而是 ​  展开c
139,追剧的柠栀,2022年02月02日 13:00,贼喊捉贼！杜新枝反网暴，揭开姚策真正死因，2个细节与许妈有关引子：杜新枝之真是贼喊捉贼！在刘学州因父母抛弃，被网暴离开后，杜新枝也出来蹭热度。“二八事件”中的每个人都在经历网暴，可其他人都没出面说话的，唯独杜新枝。就杜新枝身体娇贵，不能挨骂？别人网暴自己的时候，要先想想为什么，自 ​  展开c
140,万里霞光6,2022年02月02日 12:59,《刘学州是被丑陋的母性杀害的》学州妈妈，上苍真的不想知道你信什名谁，只是不想放过你对学州犯下的滔天罪行。O网页链接 ​
141,苏沫璃_o,2022年02月02日 12:54,#刘学州#有没有人知道弟弟墓地在哪里，今年想去看看弟弟  还想去寺庙为他祈福 ​
142,万里霞光6,2022年02月02日 12:51,《刘学州去世后续：姥姥心痛落泪感到后悔，舅妈说出其读中专原因》虎毒不食子，这是大家对于家长的底线认知，在学生眼中，都认为家长会把自己所有的爱给孩子，也一直有句老话，苦什么也不能苦孩子，穷什么也不能穷教育，很多学生O网页链接 ​
143,水底小肥龙,2022年02月02日 12:51,我有一个个人可见的QQ相册，里面放了所有看到的遗书。鹿道森的也放进去了，刘学州也放进去了。还有之前看到的很多张。这个相册最后一张，会是我自己的。这样就感觉好像到时候会有一些人陪着我似的。到时候我的遗书也不必发出来，没有人会看，悄无声息死掉 ​
144,鸣人出场了叫我,2022年02月02日 12:31,#刘学州# 每日一问 欺负刘学州的畜生受到惩罚了吗 ​
145,若致变量,2022年02月02日 12:12,最近关注#刘学州# 事件比较多，很同情他，也想到很多。比如人生，比如价值观，比如人性，比如轮回……今天不想说这些沉重的话题，因为想到一首歌#firework# ，以前觉得这是一首励志的歌，现在我觉得这可能是一首能救命的歌，在黑暗中给了多少人希望……。#格莱美# 真的欠#水果姐# 一座奖杯。 ​​​ ​  展开c
146,Lelush的薛红,2022年02月02日 12:06,#刘学州#小州，新年快乐，要开心 ​
147,没事就看会书,2022年02月02日 12:03,每次看到你的新闻信息，内心都很难过，刘学州案已经由著名律师周兆成接手，作为小半个法律人，我必将随时关注这个案子，正义可能会迟到，但不会缺席。 ​
148,难得有雪天_47354,2022年02月02日 12:03,#请把刘学州事件拍成电影，我愿意花钱去电影院观看#  4Y如果最终刘学州被遗忘，恶人也没受到惩罚！请最后再为他做一:/ 点事 %刘学州；︽︽xR3eh9UFwp8︽︽咑? ÐŎŰÝĩņ搜索 ​
149,红烧肉与薄荷糖,2022年02月02日 11:59,晚上的时候出门散步，走到码头看到满地的鲜花，后知后觉才知道这是刘学州最后走的地方。被一把放在地上的大白兔奶糖破防了。下辈子一定会当个快乐幸福的小孩的。一定会的。 ​
150,洋一洋o-o,2022年02月02日 11:55,偶然刷抖音刷到这个片段 真的很让人气愤“为什么施暴者可以高高在上装作无事发生 为什么受害者却小心翼翼甚至自我谴责”这句话真让人气愤 本来已是受害者却还自卑还要收到舆论的谴责 棍子没打到自己身上的时候永远不知道有多疼 这些人自认为清高 便高高在上谴责受害者 说着什么苍蝇不叮无缝的蛋 清者 ​  展开c
151,奇怪的表情包,2022年02月02日 11:01,#刘学州亲生父母或涉遗弃罪#@刘学州a 新一年了，还好吗？ ​
152,黄河古渡细雪温炉,2022年02月02日 10:49,刘学州的故事和这8个孩子的妈妈，是我这个春节听到最悲伤的故事。那8个孩子对母亲的的冷漠，是这个春节我能看到的最凉寒的故事。 ​
153,徽州张建平,2022年02月02日 10:46,新的一年，对那种颠倒黑白，为泄愤而搞对立挑事的，我不再细心解释了（我看了下，这种人的微博基本都充满了恨，肯定是自己过的不好，只是想发泄，跟网暴刘学州的是同类人），直接拉黑发条微博说明下。 ​
154,TVBC水汪汪,2022年02月02日 10:42,周律师将代理刘学州家人的哪些诉讼？网友：比姚策的案子麻烦除夕之夜，周律师都没有好好休息，而是为刘学州的代理诉讼奋笔疾书，写出了一篇叫人动容、让人泪目的佳作：《除夕，刘学州你在哪里？周兆成律师2022年除夕夜致刘学州》。通过周律师的这篇文章，网民们已经知道，刘学州的家人已经授权他代 ​  展开c
155,唱作人大平经纪人,2022年02月02日 10:08,刘学州代理律师周兆成对家乡电视台发来新年祝福[得意][得意][得意][得意] L唱作人大平经纪人的微博视频 ​
156,微风的光,2022年02月02日 10:00,『陆晔｜从《新京报》刘学州寻亲风波报道谈互联网时代的新闻业态｜深度观察』O陆晔｜从《新京报》刘学州寻亲风波报道谈互联网时代的新闻业态｜深度观察 ​
157,电力工程高级工程师,2022年02月02日 09:57,你若不努力，你的孩子以后就会变成司马南的粉丝”。 刘学州之死，可以看到造谣和网络暴力的杀伤力如此之大！司马南造谣联想国有资产流失13亿，难道不是网暴吗？以“据网友说”“听隔壁王奶奶说”这种低劣的托辞，也改变不了造谣的本质！这些号称“正能量大V”的四人帮们，一直在做着投机蹭流量 ​  展开c
158,樱井侑子本丸甜,2022年02月02日 09:14,#刘学州# 早上好啊州州@刘学州a 2达州·宣汉县 ​
159,幺三姐,2022年02月02日 09:03,"刘学州舅妈发过的每条视频里都有他的身影，网友：愿你来生幸福无忧，阳光明媚""刘学州舅妈 #刘学州# 2泉州·翰林苑 Lwyabim的微博视频 ​"
160,幺三姐,2022年02月02日 08:55,刘学州舅妈委托律师维权 正义也许会迟到 但绝不会缺席 2泉州·安溪县 Lwyabim的微博视频 ​
161,师海峰68422,2022年02月02日 08:40,民法典第1026条要求在1025条第二项不得违反基础上，必须得尽到以下几点义务：①内容来源可信度（新京报没做到）②对明显可能发生争议的内容是否进行了必要调查（新京报根本没去调查刘学州，仅仅一句无法联系刘学州就完事了，这根本没做到位！）③内容的时限性（与新京报无关，反正这也不是重点）④内容 ​  展开c
162,马蜂精灵,2022年02月02日 08:32,人与人之间建立信任的基础是什么呢？是人品?那什么是人品好，什么是人品不好?我们暂且抛去造谣生事，嫉妒心重这些日常接触中的问题。就像在网络中，如果因为缺少系统性的思维，乱发言的人其实也会是那个人品不正的人，就像《开端》中的公交车事件中的网络评论，以及刘学州事件中的一些网络评论，如果 ​  展开c
163,八戒二姨妈49355,2022年02月02日 08:17,呼年除夕刘学州舅妈律师发声维权，声明起诉网暴者。但是我觉得应该最该起诉的是他的父母，这明明就是在转移视线。网暴虽可恨，但最该遣责的应该是他的爸爸妈妈！ 2天津 L八戒二姨妈49355的微博视频 ​
164,chchch宝宝,2022年02月02日 08:11,昊娜我真心爱《四海》这部电影。无论是吴仁腾，吴仁耀，还是周欢颂周欢歌showta哥，其实都是一堆有人生没人养的孩子们，但包括吴仁腾都在按照自己可能的方式努力活着，所以吴仁腾认真翻字典“做翻译”，吴仁耀做最危险的特技，showta哥做危险工种，看得出来他们和刘学州一样，不过是想得到这个 ​  展开c
165,李璟珲,2022年02月02日 08:10,#新年快乐# 新年快乐@刘学州a 2调兵山市 ​
166,我是清风扬1977,2022年02月02日 07:00,#刘学州# 网络暴力事件     网络暴力应该跟现实中犯法同罪 L我是清风扬1977的微博视频 ​
167,天国的医生,2022年02月02日 06:51,《卖儿子为换彩礼？刘学州生母录音成关键证据，或将面临牢狱之灾》15岁的寻亲男孩刘学州二次被父母抛弃，不满六个月就被生父母卖掉换彩礼，如今千辛万苦再次与父母相认，却没想到是走向地狱的开始，早前孙卓事件备受众人关注，O网页链接 我是百度搬运工 ​
168,老胡起来拍戏,2022年02月02日 06:30,多少努力也不能挽回孩子的生命，但是会抚慰所有心疼刘学州爱孩子的人们 #刘学州舅妈委托律师维权 #刘学州#情感心理学 ##快手# @快手 L一阳姐今晚开播的快手视频 ​
169,老胡起来拍戏,2022年02月02日 06:27,大块人心 #周兆成律师 #刘学州 #刘学州家人委托周兆成律师维权 ##快手# @快手 L老何《带你看世界》收徒的快手视频 ​
170,吉林卞今良168,2022年02月02日 05:37,刘学州事件引发百姓热议愿悲剧不再三五冬夏与春秋，可怜可恨刘学州。短暂生命如草芥，转眼空付水东流。为彩礼，不知羞，骨肉分离心欲揪。人间悲剧别再有，大道至简在前头！         三五一十五，刘学州的生命终止在15岁，可怜可叹可悲可恨的孩子啊！        世界之大，难道就没有让刘学州活下 ​  展开c
171,-壹条咸鱼,2022年02月02日 04:58,真的我都不敢点开刘学州的微博每次刚第一眼看到“哈喽 我是刘学州”那一刻我真的感觉他还活着 活在我们的身旁 ​
172,阳光洒满海面,2022年02月02日 04:45,刘学州生活在童话里 ​
173,天命圈小鱼,2022年02月02日 04:21,sky光遇她说的有些其实还挺有道理的，每个人都有自己的看法，我感受到的她发文也只是说自己的看法吧，可能我因为刘学州的事情之后，还是希望不要网暴了吧，雀氏没这个必要 ​
174,-壹条咸鱼,2022年02月02日 04:16,本来我不想对刘学州的事情开麦的因为某报为了所谓流量干的事情真的不少啊? ️（激情开麦也没什么用属于是了）因为这样的事情可能还会更多？（⚠️注意我说的可能）上一个是汤兰兰 现在是刘学州 下一个又是谁我不得而至（甚至都有可能是我自己）但是这就是“碎片化”新媒体时代的悲哀！你不可能 ​  展开c
175,尼佑,2022年02月02日 04:03,#刘学州# 猥亵过他的男老师会受到惩罚吗 ​
176,鱼鱼空间纯净版,2022年02月02日 03:41,“善良”这种其实应该很基础的东西为什么会变得那么难能可贵，很多人的发言真的会让人觉得好恐怖。女人们为了刘学州流泪发声的时候没有人考虑他是男人还是女人，而男人却还会认为有精神疾病被狗链牵住生八个小孩的女性被解救就是“拆散了一个无辜的家庭”，女人真的是人吗？… ​
177,李倩-心理倩分析,2022年02月02日 03:08,《俄狄浦斯王》剧本看遗弃和重生1，遗弃是主体的开始2，主体出现，重生即发生#俄狄浦斯王##寻亲男孩刘学州称再遭生父母遗弃##河北寻亲男孩刘学州留遗书身亡##寻亲# L李倩-心理倩分析的微博视频 ​
178,苍龙飞天79,2022年02月02日 02:39,大过年的，刘学州舅妈还是没给自己时间，缓一缓、休息一下。除夕这天，还发布抖音，已确认委托周兆成律师，代理刘学州案件。期待后续审判，还给刘学州一个公道。看到最后，还有几张刘学州小时候的照片。他短暂的一生时光，被记录下来的，大概都在他舅妈那里吧？！学州舅妈，真的没得说了。 ​转自微 ​  展开c
